timestamp,value,label
1545148800000,23427698688.0,0.0
1545149100000,23432961137.0,0.0
1545149400000,23435617516.0,0.0
1545149700000,23436116690.0,0.0
1545150000000,23437809920.0,0.0
1545150300000,23446841344.0,0.0
1545150600000,23452146266.0,0.0
1545150900000,23455369079.0,0.0
1545151200000,23456845824.0,0.0
1545151500000,23464393889.0,0.0
1545151800000,23469004544.0,0.0
1545152100000,23478839175.0,0.0
1545152400000,23480480768.0,0.0
1545152700000,23489579417.0,0.0
1545153000000,23495012352.0,0.0
1545153300000,23502305735.0,0.0
1545153600000,23503445560.0,0.0
1545153900000,24722226688.0,0.0
1545154200000,25116453466.0,0.0
1545154500000,25124350907.0,0.0
1545154800000,25128411567.0,0.0
1545155100000,25138063769.0,0.0
1545155400000,25142954861.0,0.0
1545155700000,25150422129.0,0.0
1545156000000,25091983918.0,0.0
1545156300000,25089068763.0,0.0
1545156600000,25115074560.0,0.0
1545156900000,25132973852.0,0.0
1545157200000,25144974080.0,0.0
1545157500000,25171498496.0,0.0
1545157800000,25179786752.0,0.0
1545158100000,25186569999.0,0.0
1545158400000,25199783936.0,0.0
1545158700000,25206524747.0,0.0
1545159000000,25219916458.0,0.0
1545159300000,25252257336.0,0.0
1545159600000,25228716487.0,0.0
1545159900000,25237025041.0,0.0
1545160200000,25249977002.0,0.0
1545160500000,25265920455.0,0.0
1545160800000,25283965168.0,0.0
1545161100000,25292952644.0,0.0
1545161400000,25297055744.0,0.0
1545161700000,25303095751.0,0.0
1545162000000,25317982976.0,0.0
1545162300000,25325537792.0,0.0
1545162600000,25332116641.0,0.0
1545162900000,25334599680.0,0.0
1545163200000,25335947910.0,0.0
1545163500000,25344955090.0,0.0
1545163800000,25350285191.0,0.0
1545164100000,25354002705.0,0.0
1545164400000,25363480144.0,0.0
1545164700000,25371927113.0,0.0
1545165000000,25371023360.0,0.0
1545165300000,25384257080.0,0.0
1545165600000,25389314048.0,0.0
1545165900000,25397336649.0,0.0
1545166200000,25399067648.0,0.0
1545166500000,25398101504.0,0.0
1545166800000,25406032554.0,0.0
1545167100000,25412430080.0,0.0
1545167400000,25421173504.0,0.0
1545167700000,25435813632.0,0.0
1545168000000,25442052419.0,0.0
1545168300000,25450375168.0,0.0
1545168600000,25460481566.0,0.0
1545168900000,25466548946.0,0.0
1545169200000,25474608810.0,0.0
1545169500000,25487269120.0,0.0
1545169800000,25495067306.0,0.0
1545170100000,25503975716.0,0.0
1545170400000,25487483120.0,0.0
1545170700000,25513919909.0,0.0
1545171000000,25528115200.0,0.0
1545171300000,25534352896.0,0.0
1545171600000,25540123079.0,0.0
1545171900000,25550078464.0,0.0
1545172200000,25567694080.0,0.0
1545172500000,25573890048.0,0.0
1545172800000,25581592094.0,0.0
1545173100000,25600209377.0,0.0
1545173400000,25608667648.0,0.0
1545173700000,25622686881.0,0.0
1545174000000,25629574758.0,0.0
1545174300000,25643059200.0,0.0
1545174600000,25644563968.0,0.0
1545174900000,25667474917.0,0.0
1545175200000,25672974882.0,0.0
1545175500000,25678770688.0,0.0
1545175800000,25701723477.0,0.0
1545176100000,25706144768.0,0.0
1545176400000,25720072448.0,0.0
1545176700000,25734090752.0,0.0
1545177000000,25741194093.0,0.0
1545177300000,25743704746.0,0.0
1545177600000,25741736192.0,0.0
1545177900000,25754583381.0,0.0
1545178200000,25759745861.0,0.0
1545178500000,25775030512.0,0.0
1545178800000,25790879232.0,0.0
1545179100000,25795198065.0,0.0
1545179400000,25802718268.0,0.0
1545179700000,25814832896.0,0.0
1545180000000,25826330810.0,0.0
1545180300000,25832003463.0,0.0
1545180600000,25837439744.0,0.0
1545180900000,25847592357.0,0.0
1545181200000,25843348275.0,0.0
1545181500000,25852229511.0,0.0
1545181800000,25859926016.0,0.0
1545182100000,25871200938.0,0.0
1545182400000,25874934528.0,0.0
1545182700000,25884892364.0,0.0
1545183000000,25885692550.0,0.0
1545183300000,25894675636.0,0.0
1545183600000,25897009607.0,0.0
1545183900000,25896762910.0,0.0
1545184200000,25902496699.0,0.0
1545184500000,25908691159.0,0.0
1545184800000,25903351398.0,0.0
1545185100000,25908187409.0,0.0
1545185400000,25910332893.0,0.0
1545185700000,25914624682.0,0.0
1545186000000,25916959305.0,0.0
1545186300000,25916660555.0,0.0
1545186600000,25917547315.0,0.0
1545186900000,25920024832.0,0.0
1545187200000,25916882124.0,0.0
1545187500000,25922356689.0,0.0
1545187800000,25927036687.0,0.0
1545188100000,25932359680.0,0.0
1545188400000,25919230208.0,0.0
1545188700000,25921252608.0,0.0
1545189000000,25919444081.0,0.0
1545189300000,25926550869.0,0.0
1545189600000,25930456210.0,0.0
1545189900000,25932116241.0,0.0
1545190200000,25929433328.0,0.0
1545190500000,25931457792.0,0.0
1545190800000,25933279459.0,0.0
1545191100000,25932135310.0,0.0
1545191400000,25930327654.0,0.0
1545191700000,25936073667.0,0.0
1545192000000,25927533621.0,0.0
1545192300000,25928796267.0,0.0
1545192600000,25930129889.0,0.0
1545192900000,25929101994.0,0.0
1545193200000,25931988114.0,0.0
1545193500000,25931139859.0,0.0
1545193800000,25932716259.0,0.0
1545194100000,25936020480.0,0.0
1545194400000,25937331968.0,0.0
1545194700000,25933767936.0,0.0
1545195000000,25941269094.0,0.0
1545195300000,25935602310.0,0.0
1545195600000,25935314512.0,0.0
1545195900000,25938282268.0,0.0
1545196200000,25938243857.0,0.0
1545196500000,25936270677.0,0.0
1545196800000,25936219678.0,0.0
1545197100000,25941048433.0,0.0
1545197400000,25939573418.0,0.0
1545197700000,25944208640.0,0.0
1545198000000,25940238921.0,0.0
1545198300000,25938214189.0,0.0
1545198600000,25941265066.0,0.0
1545198900000,25941045248.0,0.0
1545199200000,25939112846.0,0.0
1545199500000,25938369536.0,0.0
1545199800000,25940958509.0,0.0
1545200100000,25942851072.0,0.0
1545200400000,25942537137.0,0.0
1545200700000,25943420928.0,0.0
1545201000000,25948152718.0,0.0
1545201300000,25945147994.0,0.0
1545201600000,25944011922.0,0.0
1545201900000,25945386285.0,0.0
1545202200000,25949053805.0,0.0
1545202500000,25945350826.0,0.0
1545202800000,25942510411.0,0.0
1545203100000,25945087784.0,0.0
1545203400000,25944578048.0,0.0
1545203700000,25947645440.0,0.0
1545204000000,25947291888.0,0.0
1545204300000,25947604764.0,0.0
1545204600000,25948455594.0,0.0
1545204900000,25952225572.0,0.0
1545205200000,25952380389.0,0.0
1545205500000,25954965624.0,0.0
1545205800000,25954293896.0,0.0
1545206100000,25955884092.0,0.0
1545206400000,25955382886.0,0.0
1545206700000,25955019776.0,0.0
