timestamp,value,label
1604937600000,2194.75,0.0
1604937900000,2098.4,0.0
1604938200000,1859.2,0.0
1604938500000,1735.4,0.0
1604938800000,1670.8,0.0
1604939100000,1534.0,0.0
1604939400000,1402.2,0.0
1604939700000,1294.6,0.0
1604940000000,1192.6,0.0
1604940300000,1107.2,0.0
1604940600000,1041.0,0.0
1604940900000,1011.8,0.0
1604941200000,1265.4,0.0
1604941500000,1157.2,0.0
1604941800000,1109.0,0.0
1604942100000,910.8,0.0
1604942400000,753.2,0.0
1604942700000,733.0,0.0
1604943000000,718.8,0.0
1604943300000,674.8,0.0
1604943600000,621.2,0.0
1604943900000,584.4,0.0
1604944200000,548.6,0.0
1604944500000,505.8,0.0
1604944800000,555.0,0.0
1604945100000,496.8,0.0
1604945400000,513.8,0.0
1604945700000,488.6,0.0
1604946000000,480.2,0.0
1604946300000,403.8,0.0
1604946600000,430.0,0.0
1604946900000,341.4,0.0
1604947200000,364.8,0.0
1604947500000,325.8,0.0
1604947800000,325.6,0.0
1604948100000,329.4,0.0
1604948400000,330.2,0.0
1604948700000,310.4,0.0
1604949000000,313.6,0.0
1604949300000,307.6,0.0
1604949600000,298.6,0.0
1604949900000,269.4,0.0
1604950200000,274.4,0.0
1604950500000,292.6,0.0
1604950800000,253.6,0.0
1604951100000,284.2,0.0
1604951400000,289.6,0.0
1604951700000,257.6,0.0
1604952000000,307.6,0.0
1604952300000,297.8,0.0
1604952600000,292.2,0.0
1604952900000,267.0,0.0
1604953200000,301.6,0.0
1604953500000,305.8,0.0
1604953800000,276.8,0.0
1604954100000,294.6,0.0
1604954400000,322.6,0.0
1604954700000,321.8,0.0
1604955000000,333.6,0.0
1604955300000,362.6,0.0
1604955600000,368.8,0.0
1604955900000,422.2,0.0
1604956200000,466.0,0.0
1604956500000,472.2,0.0
1604956800000,518.8,0.0
1604957100000,519.8,0.0
1604957400000,594.6,0.0
1604957700000,671.0,0.0
1604958000000,706.0,0.0
1604958300000,767.6,0.0
1604958600000,863.4,0.0
1604958900000,849.2,0.0
1604959200000,1071.2,0.0
1604959500000,1217.8,0.0
1604959800000,1327.8,0.0
1604960100000,1510.8,0.0
1604960400000,1610.4,0.0
1604960700000,1712.0,0.0
1604961000000,1952.2,0.0
1604961300000,2082.4,0.0
1604961600000,2216.8,0.0
1604961900000,2294.8,0.0
1604962200000,2459.6,0.0
1604962500000,2578.8,0.0
1604962800000,2791.2,0.0
1604963100000,2933.4,0.0
1604963400000,3126.6,0.0
1604963700000,3270.4,0.0
1604964000000,3197.0,0.0
1604964300000,3289.8,0.0
1604964600000,3552.0,0.0
1604964900000,3457.6,0.0
1604965200000,3456.4,0.0
1604965500000,3590.0,0.0
1604965800000,3528.6,0.0
1604966100000,3594.4,0.0
1604966400000,4080.0,0.0
1604966700000,4448.8,0.0
1604967000000,4600.0,0.0
1604967300000,4936.0,0.0
1604967600000,5042.4,0.0
1604967900000,5005.2,0.0
