timestamp,value,label
1545148800000,68.0,0.0
1545149100000,68.0,0.0
1545149400000,68.0,0.0
1545149700000,68.0,0.0
1545150000000,68.0,0.0
1545150300000,68.0,0.0
1545150600000,68.0,0.0
1545150900000,68.0,0.0
1545151200000,68.0,0.0
1545151500000,68.0,0.0
1545151800000,68.0,0.0
1545152100000,68.0,0.0
1545152400000,68.0,0.0
1545152700000,68.0,0.0
1545153000000,68.0,0.0
1545153300000,68.0,0.0
1545153600000,68.0,0.0
1545153900000,68.0,0.0
1545154200000,68.0,0.0
1545154500000,68.0,0.0
1545154800000,68.0,0.0
1545155100000,68.0,0.0
1545155400000,68.0,0.0
1545155700000,68.0,0.0
1545156000000,68.0,0.0
1545156300000,68.0,0.0
1545156600000,68.0,0.0
1545156900000,68.0,0.0
1545157200000,68.0,0.0
1545157500000,68.0,0.0
1545157800000,68.0,0.0
1545158100000,68.0,0.0
1545158400000,68.0,0.0
1545158700000,68.0,0.0
1545159000000,68.0,0.0
1545159300000,68.0,0.0
1545159600000,68.0,0.0
1545159900000,68.0,0.0
1545160200000,68.0,0.0
1545160500000,68.0,0.0
1545160800000,68.0,0.0
1545161100000,68.0,0.0
1545161400000,68.0,0.0
1545161700000,68.0,0.0
1545162000000,68.0,0.0
1545162300000,68.0,0.0
1545162600000,68.0,0.0
1545162900000,68.0,0.0
1545163200000,68.0,0.0
1545163500000,68.0,0.0
1545163800000,68.0,0.0
1545164100000,68.0,0.0
1545164400000,68.0,0.0
1545164700000,68.0,0.0
1545165000000,68.0,0.0
1545165300000,68.0,0.0
1545165600000,68.0,0.0
1545165900000,68.0,0.0
1545166200000,68.0,0.0
1545166500000,68.0,0.0
1545166800000,68.0,0.0
1545167100000,68.0,0.0
1545167400000,68.0,0.0
1545167700000,68.0,0.0
1545168000000,68.0,0.0
1545168300000,68.0,0.0
1545168600000,68.0,0.0
1545168900000,68.0,0.0
1545169200000,68.0,0.0
1545169500000,68.0,0.0
1545169800000,68.0,0.0
1545170100000,68.0,0.0
1545170400000,68.0,0.0
1545170700000,68.0,0.0
1545171000000,68.0,0.0
1545171300000,68.0,0.0
1545171600000,68.0,0.0
1545171900000,68.0,0.0
1545172200000,68.0,0.0
1545172500000,68.0,0.0
1545172800000,68.0,0.0
1545173100000,68.0,0.0
1545173400000,68.0,0.0
1545173700000,68.0,0.0
1545174000000,68.0,0.0
1545174300000,68.0,0.0
1545174600000,68.0,0.0
1545174900000,68.0,0.0
1545175200000,68.0,0.0
1545175500000,68.0,0.0
1545175800000,68.0,0.0
1545176100000,68.0,0.0
1545176400000,68.0,0.0
1545176700000,68.0,0.0
1545177000000,68.0,0.0
1545177300000,68.0,0.0
1545177600000,68.0,0.0
1545177900000,68.0,0.0
1545178200000,68.0,0.0
1545178500000,68.0,0.0
1545178800000,68.0,0.0
1545179100000,68.0,0.0
1545179400000,68.0,0.0
1545179700000,68.0,0.0
1545180000000,68.0,0.0
1545180300000,68.0,0.0
1545180600000,68.0,0.0
1545180900000,68.0,0.0
1545181200000,68.0,0.0
1545181500000,68.0,0.0
1545181800000,68.0,0.0
1545182100000,68.0,0.0
1545182400000,68.0,0.0
1545182700000,68.0,0.0
1545183000000,68.0,0.0
1545183300000,68.0,0.0
1545183600000,68.0,0.0
1545183900000,68.0,0.0
1545184200000,68.0,0.0
1545184500000,68.0,0.0
1545184800000,68.0,0.0
1545185100000,68.0,0.0
1545185400000,68.0,0.0
1545185700000,68.0,0.0
1545186000000,68.0,0.0
1545186300000,68.0,0.0
1545186600000,68.0,0.0
1545186900000,68.0,0.0
1545187200000,68.0,0.0
1545187500000,68.0,0.0
1545187800000,68.0,0.0
1545188100000,68.0,0.0
1545188400000,68.0,0.0
1545188700000,68.0,0.0
1545189000000,68.0,0.0
1545189300000,68.0,0.0
1545189600000,68.0,0.0
1545189900000,68.0,0.0
1545190200000,68.0,0.0
1545190500000,68.0,0.0
1545190800000,68.0,0.0
1545191100000,68.0,0.0
1545191400000,68.0,0.0
1545191700000,68.0,0.0
1545192000000,68.0,0.0
1545192300000,68.0,0.0
1545192600000,68.0,0.0
1545192900000,68.0,0.0
1545193200000,68.0,0.0
1545193500000,68.0,0.0
1545193800000,68.0,0.0
1545194100000,68.0,0.0
1545194400000,68.0,0.0
1545194700000,68.0,0.0
1545195000000,68.0,0.0
1545195300000,68.0,0.0
1545195600000,68.0,0.0
1545195900000,68.0,0.0
1545196200000,68.0,0.0
1545196500000,68.0,0.0
1545196800000,68.0,0.0
1545197100000,68.0,0.0
1545197400000,68.0,0.0
1545197700000,68.0,0.0
1545198000000,68.0,0.0
1545198300000,68.0,0.0
1545198600000,68.0,0.0
1545198900000,68.0,0.0
1545199200000,68.0,0.0
1545199500000,68.0,0.0
1545199800000,68.0,0.0
1545200100000,68.0,0.0
1545200400000,68.0,0.0
1545200700000,68.0,0.0
1545201000000,68.0,0.0
1545201300000,68.0,0.0
1545201600000,68.0,0.0
1545201900000,68.0,0.0
1545202200000,68.0,0.0
1545202500000,68.0,0.0
1545202800000,68.0,0.0
1545203100000,68.0,0.0
1545203400000,68.0,0.0
1545203700000,68.0,0.0
1545204000000,68.0,0.0
1545204300000,68.0,0.0
1545204600000,68.0,0.0
1545204900000,68.0,0.0
1545205200000,68.0,0.0
1545205500000,68.0,0.0
1545205800000,68.0,0.0
1545206100000,68.0,0.0
1545206400000,68.0,0.0
1545206700000,68.0,0.0
1545207000000,68.0,0.0
1545207300000,68.0,0.0
1545207600000,68.0,0.0
1545207900000,68.0,0.0
1545208200000,68.0,0.0
1545208500000,68.0,0.0
1545208800000,68.0,0.0
1545209100000,68.0,0.0
1545209400000,68.0,0.0
1545209700000,68.0,0.0
1545210000000,68.0,0.0
1545210300000,68.0,0.0
1545210600000,68.0,0.0
1545210900000,68.0,0.0
1545211200000,68.0,0.0
1545211500000,68.0,0.0
1545211800000,68.0,0.0
1545212100000,68.0,0.0
1545212400000,68.0,0.0
1545212700000,68.0,0.0
1545213000000,68.0,0.0
1545213300000,68.0,0.0
1545213600000,68.0,0.0
1545213900000,68.0,0.0
1545214200000,68.0,0.0
1545214500000,68.0,0.0
1545214800000,68.0,0.0
1545215100000,68.0,0.0
1545215400000,68.0,0.0
1545215700000,68.0,0.0
1545216000000,68.0,0.0
1545216300000,68.0,0.0
1545216600000,68.0,0.0
1545216900000,68.0,0.0
1545217200000,68.0,0.0
1545217500000,68.0,0.0
1545217800000,68.0,0.0
1545218100000,68.0,0.0
1545218400000,68.0,0.0
1545218700000,68.0,0.0
1545219000000,68.0,0.0
1545219300000,68.0,0.0
1545219600000,68.0,0.0
1545219900000,68.0,0.0
1545220200000,68.0,0.0
1545220500000,68.0,0.0
1545220800000,68.0,0.0
1545221100000,68.0,0.0
1545221400000,68.0,0.0
1545221700000,68.0,0.0
1545222000000,68.0,0.0
1545222300000,68.0,0.0
1545222600000,68.0,0.0
1545222900000,68.0,0.0
1545223200000,68.0,0.0
1545223500000,68.0,0.0
1545223800000,68.0,0.0
1545224100000,68.0,0.0
1545224400000,68.0,0.0
1545224700000,68.0,0.0
1545225000000,68.0,0.0
1545225300000,68.0,0.0
1545225600000,68.0,0.0
1545225900000,68.0,0.0
1545226200000,68.0,0.0
1545226500000,68.0,0.0
1545226800000,68.0,0.0
1545227100000,68.0,0.0
1545227400000,68.0,0.0
1545227700000,68.0,0.0
1545228000000,68.0,0.0
1545228300000,68.0,0.0
1545228600000,68.0,0.0
1545228900000,68.0,0.0
1545229200000,68.0,0.0
1545229500000,68.0,0.0
1545229800000,68.0,0.0
1545230100000,68.0,0.0
1545230400000,68.0,0.0
1545230700000,68.0,0.0
1545231000000,68.0,0.0
1545231300000,68.0,0.0
1545231600000,68.0,0.0
1545231900000,68.0,0.0
1545232200000,68.0,0.0
1545232500000,68.0,0.0
1545232800000,68.0,0.0
1545233100000,68.0,0.0
1545233400000,68.0,0.0
1545233700000,68.0,0.0
1545234000000,68.0,0.0
1545234300000,68.0,0.0
1545234600000,68.0,0.0
1545234900000,69.0,0.0
1545235200000,69.0,0.0
1545235500000,69.0,0.0
1545235800000,69.0,0.0
1545236100000,69.0,0.0
1545236400000,69.0,0.0
1545236700000,69.0,0.0
1545237000000,69.0,0.0
1545237300000,69.0,0.0
1545237600000,69.0,0.0
1545237900000,69.0,0.0
1545238200000,69.0,0.0
1545238500000,69.0,0.0
1545238800000,69.0,0.0
1545239100000,69.0,0.0
1545239400000,69.0,0.0
1545239700000,69.0,0.0
1545240000000,69.0,0.0
1545240300000,69.0,0.0
1545240600000,69.0,0.0
1545240900000,69.0,0.0
1545241200000,69.0,0.0
1545241500000,69.0,0.0
1545241800000,69.0,0.0
1545242100000,69.0,0.0
1545242400000,69.0,0.0
1545242700000,69.0,0.0
1545243000000,69.0,0.0
1545243300000,69.0,0.0
1545243600000,69.0,0.0
1545243900000,69.0,0.0
1545244200000,69.0,0.0
1545244500000,69.0,0.0
1545244800000,69.0,0.0
1545245100000,69.0,0.0
1545245400000,69.0,0.0
1545245700000,69.0,0.0
1545246000000,69.0,0.0
1545246300000,69.0,0.0
1545246600000,69.0,0.0
1545246900000,69.0,0.0
1545247200000,69.0,0.0
1545247500000,69.0,0.0
1545247800000,69.0,0.0
1545248100000,69.0,0.0
1545248400000,69.0,0.0
1545248700000,69.0,0.0
1545249000000,69.0,0.0
1545249300000,69.0,0.0
1545249600000,69.0,0.0
1545249900000,69.0,0.0
1545250200000,69.0,0.0
1545250500000,69.0,0.0
1545250800000,69.0,0.0
1545251100000,69.0,0.0
1545251400000,69.0,0.0
1545251700000,69.0,0.0
1545252000000,69.0,0.0
1545252300000,69.0,0.0
1545252600000,69.0,0.0
1545252900000,69.0,0.0
1545253200000,69.0,0.0
1545253500000,69.0,0.0
1545253800000,69.0,0.0
1545254100000,69.0,0.0
1545254400000,69.0,0.0
1545254700000,69.0,0.0
1545255000000,69.0,0.0
1545255300000,69.0,0.0
1545255600000,69.0,0.0
1545255900000,69.0,0.0
1545256200000,69.0,0.0
1545256500000,69.0,0.0
1545256800000,69.0,0.0
1545257100000,69.0,0.0
1545257400000,69.0,0.0
1545257700000,69.0,0.0
1545258000000,69.0,0.0
1545258300000,69.0,0.0
1545258600000,69.0,0.0
1545258900000,69.0,0.0
1545259200000,69.0,0.0
1545259500000,69.0,0.0
1545259800000,69.0,0.0
1545260100000,69.0,0.0
1545260400000,69.0,0.0
1545260700000,69.0,0.0
1545261000000,69.0,0.0
1545261300000,69.0,0.0
1545261600000,69.0,0.0
1545261900000,69.0,0.0
1545262200000,69.0,0.0
1545262500000,69.0,0.0
1545262800000,69.0,0.0
1545263100000,69.0,0.0
1545263400000,69.0,0.0
1545263700000,69.0,0.0
1545264000000,69.0,0.0
1545264300000,69.0,0.0
1545264600000,69.0,0.0
1545264900000,69.0,0.0
1545265200000,69.0,0.0
1545265500000,69.0,0.0
