timestamp,value,label
1545148800000,1545177751.0,0.0
1545149100000,1545178052.0,0.0
1545149400000,1545178350.0,0.0
1545149700000,1545178653.0,0.0
1545150000000,1545178953.0,0.0
1545150300000,1545179252.0,0.0
1545150600000,1545179538.0,0.0
1545150900000,1545179858.0,0.0
1545151200000,1545180158.0,0.0
1545151500000,1545180454.0,0.0
1545151800000,1545180759.0,0.0
1545152100000,1545181037.0,0.0
1545152400000,1545181352.0,0.0
1545152700000,1545181607.0,0.0
1545153000000,1545181952.0,0.0
1545153300000,1545182239.0,0.0
1545153600000,1545182562.0,0.0
1545153900000,1545182842.0,0.0
1545154200000,1545183159.0,0.0
1545154500000,1545183450.0,0.0
1545154800000,1545183752.0,0.0
1545155100000,1545184050.0,0.0
1545155400000,1545184341.0,0.0
1545155700000,1545184645.0,0.0
1545156000000,1545184947.0,0.0
1545156300000,1545185241.0,0.0
1545156600000,1545185549.0,0.0
1545156900000,1545185855.0,0.0
1545157200000,1545186151.0,0.0
1545157500000,1545186453.0,0.0
1545157800000,1545186770.0,0.0
1545158100000,1545187062.0,0.0
1545158400000,1545187349.0,0.0
1545158700000,1545187650.0,0.0
1545159000000,1545187965.0,0.0
1545159300000,1545188249.0,0.0
1545159600000,1545188546.0,0.0
1545159900000,1545188853.0,0.0
1545160200000,1545189145.0,0.0
1545160500000,1545189448.0,0.0
1545160800000,1545189756.0,0.0
1545161100000,1545190059.0,0.0
1545161400000,1545190360.0,0.0
1545161700000,1545190653.0,0.0
1545162000000,1545190955.0,0.0
1545162300000,1545191243.0,0.0
1545162600000,1545191551.0,0.0
1545162900000,1545191842.0,0.0
1545163200000,1545192159.0,0.0
1545163500000,1545192450.0,0.0
1545163800000,1545192761.0,0.0
1545164100000,1545193039.0,0.0
1545164400000,1545193353.0,0.0
1545164700000,1545193635.0,0.0
1545165000000,1545193953.0,0.0
1545165300000,1545194252.0,0.0
1545165600000,1545194546.0,0.0
1545165900000,1545194845.0,0.0
1545166200000,1545195163.0,0.0
1545166500000,1545195445.0,0.0
1545166800000,1545195744.0,0.0
1545167100000,1545196044.0,0.0
1545167400000,1545196356.0,0.0
1545167700000,1545196653.0,0.0
1545168000000,1545196944.0,0.0
1545168300000,1545197245.0,0.0
1545168600000,1545197575.0,0.0
1545168900000,1545197847.0,0.0
1545169200000,1545198162.0,0.0
1545169500000,1545198454.0,0.0
1545169800000,1545198751.0,0.0
1545170100000,1545199058.0,0.0
1545170400000,1545199349.0,0.0
1545170700000,1545199651.0,0.0
1545171000000,1545199948.0,0.0
1545171300000,1545200240.0,0.0
1545171600000,1545200550.0,0.0
1545171900000,1545200858.0,0.0
1545172200000,1545201142.0,0.0
1545172500000,1545201434.0,0.0
1545172800000,1545201754.0,0.0
1545173100000,1545202046.0,0.0
1545173400000,1545202354.0,0.0
1545173700000,1545202654.0,0.0
1545174000000,1545202957.0,0.0
1545174300000,1545203249.0,0.0
